PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
10,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105,19.95
20,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,2259.81,1899,360.81
30,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,583.1,490,93.1
40,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.3,70,13.3
10,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,8.21,6.9,1.31
20,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,410.55,345,65.55
30,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,4280.43,3597,683.43
40,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,2.74,2.3,0.44
50,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,1231.65,1035,196.65
60,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,1426.81,1199,227.81
10,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,107.1,90,17.1
20,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,2972.62,2498,474.62
30,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
40,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,107.1,90,17.1
50,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,1486.31,1249,237.31
60,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,10.7,8.99,1.71
70,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,107.1,90,17.1
80,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,4458.93,3747,711.93
90,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358,258.02
20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,1783.81,1499,284.81
30,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358,258.02
10,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,39.27,33,6.27
20,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,3484.32,2928,556.32
10,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.9,4710,894.9
20,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,320.94,269.7,51.24
30,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,35.69,29.99,5.7
40,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,3736.6,3140,596.6
10,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1606.46,1349.97,256.49
20,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,246.33,207,39.33
30,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,1067.43,897,170.43
40,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1606.46,1349.97,256.49
50,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,164.22,138,26.22
60,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,355.81,299,56.81
70,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171
10,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,53.55,45,8.55
20,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,307.02,258,49.02
30,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,107.1,90,17.1
40,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,307.02,258,49.02
50,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,160.65,135,25.65
60,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,307.02,258,49.02
70,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,107.1,90,17.1
80,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,307.02,258,49.02
90,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,160.65,135,25.65
100,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,460.53,387,73.53
10,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,2322.88,1952,370.88
20,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,1426.81,1199,227.81
30,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
40,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,2322.88,1952,370.88
50,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,2853.62,2398,455.62
60,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
70,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,3484.32,2928,556.32
80,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,4280.43,3597,683.43
90,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
100,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,3484.32,2928,556.32
10,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,53.55,45,8.55
20,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,1701.7,1430,271.7
30,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,330.82,278,52.82
40,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,35.7,30,5.7
50,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,1701.7,1430,271.7
60,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,330.82,278,52.82
70,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,17.85,15,2.85
80,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,3403.4,2860,543.4
10,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,32.09,26.97,5.12
20,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,160.65,135,25.65
30,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,4458.93,3747,711.93
40,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,10.7,8.99,1.71
50,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,53.55,45,8.55
10,74867AD200E41EDBA5D8B06B26F2E052  ,MXN          ,140.42,118,22.42
20,74867AD200E41EDBA5D8B06B26ED4052  ,MXN          ,1463.7,1230,233.7
30,74867AD200E41EDBA5D8B06B26F88052  ,MXN          ,1782.62,1498,284.62
40,74867AD200E41EDBA5D8B06B26F2E052  ,MXN          ,70.21,59,11.21
50,74867AD200E41EDBA5D8B06B26ED4052  ,MXN          ,4391.1,3690,701.1
10,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
20,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
30,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
40,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,49.98,42,7.98
50,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
60,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
70,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,139.23,117,22.23
10,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,1245.93,1047,198.93
20,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,34.51,29,5.51
30,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,71.4,60,11.4
10,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,1306.62,1098,208.62
20,74867AD200E41EDBA5D8B06B26FA4052  ,CHF          ,1959.93,1647,312.93
30,74867AD200E41EDBA5D8B06B26EF0052  ,CHF          ,30.94,26,4.94
40,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,1306.62,1098,208.62
50,74867AD200E41EDBA5D8B06B26FA4052  ,CHF          ,1306.62,1098,208.62
60,74867AD200E41EDBA5D8B06B26EF0052  ,CHF          ,30.94,26,4.94
70,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,1959.93,1647,312.93
80,74867AD200E41EDBA5D8B06B26FA4052  ,CHF          ,653.31,549,104.31
10,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266,240.54
20,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.2,980,186.2
30,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.3,70,13.3
40,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,2259.81,1899,360.81
50,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,583.1,490,93.1
60,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.3,70,13.3
10,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,35.7,30,5.7
20,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,3403.4,2860,543.4
30,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,330.82,278,52.82
10,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
20,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
30,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
40,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
50,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
60,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,120.43,101.2,19.23
70,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
10,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,29.75,25,4.75
20,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,424.83,357,67.83
30,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,53550,45000,8550
40,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,29.75,25,4.75
10,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,283.22,238,45.22
20,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,35700,30000,5700
30,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,59.5,50,9.5
40,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,424.83,357,67.83
50,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,35700,30000,5700
60,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,59.5,50,9.5
70,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,141.61,119,22.61
80,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,35700,30000,5700
90,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,89.25,75,14.25
10,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,8.21,6.9,1.31
20,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,2852.43,2397,455.43
30,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,547.4,460,87.4
40,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,16.42,13.8,2.62
50,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,2852.43,2397,455.43
60,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,547.4,460,87.4
70,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,16.42,13.8,2.62
10,74867AD200E41EDBA5D8B06B26F40052  ,EUR          ,29750,25000,4750
20,74867AD200E41EDBA5D8B06B26F9A052  ,EUR          ,2353.82,1978,375.82
30,74867AD200E41EDBA5D8B06B26EE6052  ,EUR          ,10.71,9,1.71
40,74867AD200E41EDBA5D8B06B26F40052  ,EUR          ,29750,25000,4750
50,74867AD200E41EDBA5D8B06B26F9A052  ,EUR          ,1176.91,989,187.91
60,74867AD200E41EDBA5D8B06B26EE6052  ,EUR          ,32.13,27,5.13
10,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,224.91,189,35.91
20,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,333.18,279.98,53.2
30,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,74.97,63,11.97
40,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,499.76,419.97,79.79
50,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,149.94,126,23.94
60,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,166.59,139.99,26.6
70,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,149.94,126,23.94
80,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,499.76,419.97,79.79
90,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,149.94,126,23.94
10,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.8,34.16
20,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,35.69,29.99,5.7
30,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,3736.6,3140,596.6
10,74867AD200E41EDBA5D8B06B26F94052  ,EUR          ,991.27,833,158.27
20,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,5709.62,4798,911.62
10,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.5,4950,940.5
20,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,160.61,134.97,25.64
30,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
40,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,3927,3300,627
10,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,32.09,26.97,5.12
20,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,629.51,529,100.51
30,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1959.93,1647,312.93
40,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,32.09,26.97,5.12
50,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,629.51,529,100.51
10,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,107.1,90,17.1
20,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,307.02,258,49.02
30,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,107.1,90,17.1
40,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,307.02,258,49.02
50,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,53.55,45,8.55
60,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,153.51,129,24.51
70,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,107.1,90,17.1
80,74867AD200E41EDBA5D8B06B26F02052  ,INR          ,460.53,387,73.53
90,74867AD200E41EDBA5D8B06B26F5C052  ,INR          ,107.1,90,17.1
10,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171
20,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,82.11,69,13.11
30,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598,113.62
10,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,5105.1,4290,815.1
20,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,496.23,417,79.23
10,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,1959.93,1647,312.93
20,74867AD200E41EDBA5D8B06B26EF2052  ,USD          ,24.95,20.97,3.98
30,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,653.31,549,104.31
40,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,1306.62,1098,208.62
10,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,1245.93,1047,198.93
20,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,103.53,87,16.53
30,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,71.4,60,11.4
40,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,1245.93,1047,198.93
50,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,34.51,29,5.51
60,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,47.6,40,7.6
70,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,415.31,349,66.31
80,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,69.02,58,11.02
10,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,154.7,130,24.7
20,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
30,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
40,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
50,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,464.1,390,74.1
60,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
70,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
80,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
90,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,464.1,390,74.1
100,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,603.33,507,96.33
10,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,1425.62,1198,227.62
20,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,117.81,99,18.81
30,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,11900,10000,1900
40,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,1425.62,1198,227.62
50,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,235.62,198,37.62
60,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,11900,10000,1900
70,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,2138.43,1797,341.43
80,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,353.43,297,56.43
90,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,11900,10000,1900
100,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,2138.43,1797,341.43
10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037,387.03
20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,1783.81,1499,284.81
30,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358,258.02
40,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,3567.62,2998,569.62
50,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
60,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,3567.62,2998,569.62
70,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
80,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,3567.62,2998,569.62
10,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,3566.43,2997,569.43
20,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,1017.45,855,162.45
30,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,139.23,117,22.23
40,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,1188.81,999,189.81
50,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,339.15,285,54.15
10,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.1
20,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,3927,3300,627
40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
50,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.7,45.54
10,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,53.55,45,8.55
20,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,2972.62,2498,474.62
30,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
40,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,160.65,135,25.65
50,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,2972.62,2498,474.62
60,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
70,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,160.65,135,25.65
10,74867AD200E41EDBA5D8B06B26F2E052  ,MXN          ,210.63,177,33.63
20,74867AD200E41EDBA5D8B06B26ED4052  ,MXN          ,1463.7,1230,233.7
30,74867AD200E41EDBA5D8B06B26F88052  ,MXN          ,2673.93,2247,426.93
10,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,333.18,279.98,53.2
20,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,224.91,189,35.91
30,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,166.59,139.99,26.6
40,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,149.94,126,23.94
50,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,333.18,279.98,53.2
60,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,74.97,63,11.97
70,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,499.76,419.97,79.79
80,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,74.97,63,11.97
10,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1023.4,860,163.4
20,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
30,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
40,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1535.1,1290,245.1
50,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
60,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
10,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,1218.56,1024,194.56
20,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
30,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.2,980,186.2
20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.3,70,13.3
30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,2259.81,1899,360.81
40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.2,980,186.2
50,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.3,70,13.3
60,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,753.27,633,120.27
70,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1749.3,1470,279.3
10,74867AD200E41EDBA5D8B06B26F54052  ,ARS          ,34.51,29,5.51
20,74867AD200E41EDBA5D8B06B26EFA052  ,ARS          ,253.11,212.7,40.41
30,74867AD200E41EDBA5D8B06B26F54052  ,ARS          ,103.53,87,16.53
40,74867AD200E41EDBA5D8B06B26EFA052  ,ARS          ,84.37,70.9,13.47
10,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,2322.88,1952,370.88
20,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,2853.62,2398,455.62
30,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
40,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,3484.32,2928,556.32
50,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,2853.62,2398,455.62
60,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
70,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,1161.44,976,185.44
80,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,2853.62,2398,455.62
90,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,39.27,33,6.27
10,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,10.7,8.99,1.71
20,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,160.65,135,25.65
30,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,2972.62,2498,474.62
40,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
50,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,160.65,135,25.65
60,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,2972.62,2498,474.62
70,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
10,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
20,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
30,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
40,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,16.66,14,2.66
50,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
60,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,49.98,42,7.98
10,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,4280.43,3597,683.43
20,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,5.47,4.6,0.87
30,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,410.55,345,65.55
40,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,4280.43,3597,683.43
50,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,5.47,4.6,0.87
60,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,410.55,345,65.55
70,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,2853.62,2398,455.62
80,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,8.21,6.9,1.31
90,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,821.1,690,131.1
10,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
20,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,1651.72,1388,263.72
30,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
10,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,10.7,8.99,1.71
20,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,107.1,90,17.1
10,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,8207.43,6897,1310.43
20,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,6069,5100,969
30,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,65.45,55,10.45
40,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,5471.62,4598,873.62
10,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.7,45.54
20,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,1963.5,1650,313.5
30,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,160.61,134.97,25.64
40,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
50,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.5,4950,940.5
60,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
10,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
20,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.4,31.05
30,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
40,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.4,31.05
50,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,355.81,299,56.81
60,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,97.22,81.7,15.52
70,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
80,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,291.67,245.1,46.57
90,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
10,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,5471.62,4598,873.62
20,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,2023,1700,323
30,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,130.9,110,20.9
10,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1535.1,1290,245.1
20,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
10,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,464.1,390,74.1
20,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,603.33,507,96.33
30,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,154.7,130,24.7
